Title,Desc,Type,BodyPart,Equipment,Level,Rating,title_id
Lunge glute stretch,"The lunge glute stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is influenced by the pigeon pose from yoga, but is performed with straight arms. It can be part of a dynamic warm-up or mobility work performed anytime.",stretching,glutes,body only,intermediate,7.9,lunge bokong stretch
Natural Glute Ham Raise - Gethin Variation,The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD.,strength,glutes,body only,intermediate,7.9,Natural bokong Ham angkat - Gethin Variation
Groiner,"The groiner is an explosive bodyweight exercise targeting the legs, shoulders, and core. It also includes a dynamic stretch of the hips. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",strength,glutes,body only,intermediate,7.9,Groiner
HM Alternating Donkey Kick,,strength,glutes,body only,intermediate,7.9,HM bergantian Donkey Kick
HM Alternating Slow Step-Down With Chair,,strength,glutes,body only,intermediate,7.9,HM bergantian Slow Step-Down With Chair
HM Right Side Iron Cross,,strength,glutes,body only,intermediate,7.9,HM Right samping Iron Cross
HM Single-Leg Bridge,,strength,glutes,body only,intermediate,7.9,HM Single-kaki Bridge
HM Hi-Low,,strength,glutes,body only,intermediate,7.9,HM Hi-Low
HM Kick-Back,,strength,glutes,body only,intermediate,7.9,HM Kick-punggung
HM Left Side Iron Cross,,strength,glutes,body only,intermediate,7.9,HM Left samping Iron Cross
HM Left Side-Kick,,strength,glutes,body only,intermediate,7.9,HM Left samping-Kick
HM Leg Lifts,,strength,glutes,body only,intermediate,7.9,HM kaki Lifts
Walking lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",strength,glutes,body only,intermediate,7.9,Walking lunge
High Plyometric Box Jump,,strength,glutes,body only,intermediate,7.9,High Plyometric Box Jump
Barbell hip thrust-,"The barbell hip thrust is a popular exercise that targets the posterior chain, particularly the glutes and hamstrings. It involves fully extending your hips while holding a weighted barbell across the front of the hips. It is a great movement to activate the glutes prior to other lower-body training, but can also be performed in the main part of a workout, or for high reps as a glute burnout.",strength,glutes,body only,intermediate,7.9,barbell pinggul thrust-
UN Glute Bridge,,strength,glutes,body only,intermediate,7.9,UN bokong Bridge
Holman Donkey Kick,,strength,glutes,body only,intermediate,7.9,Holman Donkey Kick
Holman Hip Raise with Alternating Kick,,strength,glutes,body only,intermediate,7.9,Holman pinggul angkat with bergantian Kick
Holman Left Leg Donkey Kick,,strength,glutes,body only,intermediate,7.9,Holman Left kaki Donkey Kick
Holman Diagonal Right Leg Step-Out to Right Knee-Up,,strength,glutes,body only,intermediate,7.9,Holman Diagonal Right kaki Step-Out to Right Knee-Up
Holman Right Leg Donkey Kick,,strength,glutes,body only,intermediate,7.9,Holman Right kaki Donkey Kick
Holman Butt Tap to Jump,,strength,glutes,body only,intermediate,7.9,Holman Butt Tap to Jump
Holman Butt Tap to Jump-Forward-Jump-Back,,strength,glutes,body only,intermediate,7.9,Holman Butt Tap to Jump-Forward-Jump-punggung
Holman Traveling High Knees to Squat Thrust,,strength,glutes,body only,intermediate,7.9,Holman Traveling High Knees to squat Thrust
Holman Butt Kicker to High Knees,,strength,glutes,body only,intermediate,7.9,Holman Butt Kicker to High Knees
Holman Daisy Cutter,,strength,glutes,body only,intermediate,7.9,Holman Daisy Cutter
Holman Frogger,,strength,glutes,body only,intermediate,7.9,Holman Frogger
Holman Hip Raise with Chest Press,,strength,glutes,body only,intermediate,7.9,Holman pinggul angkat with dada dorongan
Total Fitness Bear Crawl,"The bear crawl is a popular bodyweight crawling exercise. While it looks simple, the bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",strength,glutes,body only,intermediate,7.9,Total Fitness Bear Crawl
Pigeon stretch,"The pigeon stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is similar to the pigeon pose from yoga, but is also popular as part of dynamic warm-ups or cool-downs in strength training. It can also be performed anytime to help combat training-related soreness.",strength,glutes,body only,intermediate,7.9,Pigeon stretch
Levitating side kick-through,"The levitating side kick-through is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you kick into the air in a partial handstand. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.",strength,glutes,body only,intermediate,7.9,Levitating samping kick-through
30 Legs Hip Thrust,,strength,glutes,body only,intermediate,7.9,30 kaki pinggul Thrust
Dumbbell single-leg hip thrust,"The dumbbell single-leg hip thrust is a single-sided exercise that targets the posterior chain, particularly the glutes and hamstrings. It involves balancing on one foot and fully extending your hips while holding a dumbbell across the front of your hip. It is a great movement to activate the glutes prior to other lower-body training, but can also be performed in the main part of a workout, or for high reps as a glute burnout.",strength,glutes,body only,intermediate,7.9,dumbbell single-kaki pinggul thrust
Medicine ball duck walk,"The medicine ball duck walk is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs.",strength,glutes,medicine ball,intermediate,7.9,Medicine ball duck walk
Exercise ball hip thrust,"The exercise ball hip thrust is a simple yet effective way to work the glutes and hamstrings. Proper form is essential to really feel the burn in the glutes, and the ball can help guide you into the right form better than a bench, which is the usual support for hip thrusts. Unlike the bench version, the ball hip thrust is best performed with body weight or bands as resistance for safety reasons. It can be an excellent component of a warm-up for lower-body training, or a glute activation drill performed anytime.",strength,glutes,exercise ball,intermediate,7.8,Exercise ball pinggul thrust
Downward Facing Balance,,strength,glutes,exercise ball,beginner,4.0,Downward Facing Balance
Band Good Morning (Pull Through),,powerlifting,hamstrings,bands,beginner,8.3,band Good Morning (tarikan Through)
Standing Hamstring and Calf Stretch,,stretching,hamstrings,bands,intermediate,6.7,berdiri Hamstring and betis Stretch
Hamstring-SMR,,stretching,hamstrings,foam roll,beginner,5.5,Hamstring-SMR
Barbell Deadlift,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",strength,hamstrings,barbell,intermediate,9.4,barbell deadlift
Clean Deadlift,,olympic weightlifting,hamstrings,barbell,beginner,9.4,Clean deadlift
Sumo deadlift,"The sumo deadlift is a compound movement in which the feet are set in a wide stance with toes pointed out and grip is placed inside of the legs. It is allowed to be performed instead of conventional deadlifts in most powerlifting competitions. The sumo deadlift targets the hamstrings, glutes, and upper back/traps, but also has a greater emphasis on stretching and strengthening the adductor and hip muscles due to the wide stance.",powerlifting,hamstrings,barbell,beginner,9.3,Sumo deadlift
Romanian Deadlift from Deficit,,olympic weightlifting,hamstrings,barbell,beginner,9.2,deadlift Rumania from Deficit
Power Snatch,,olympic weightlifting,hamstrings,barbell,beginner,9.2,Power Snatch
Power Clean from Blocks,,olympic weightlifting,hamstrings,barbell,beginner,9.2,Power Clean from Blocks
Snatch Deadlift,,olympic weightlifting,hamstrings,barbell,beginner,8.9,Snatch deadlift
Power clean,"The power clean is a full-body movement in which the bar is pulled from the floor and caught in the front rack position in three pulls or phases. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power clean can be used as a component of the clean and press or clean and jerk, but is also a valuable lift to build explosive power and strength.",strength,hamstrings,barbell,intermediate,8.7,Power clean
Hang Snatch,,olympic weightlifting,hamstrings,barbell,beginner,8.7,Hang Snatch
Wide Stance Stiff Legs,,olympic weightlifting,hamstrings,barbell,beginner,8.5,Wide Stance Stiff kaki
Clean,,olympic weightlifting,hamstrings,barbell,beginner,8.5,Clean
Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",powerlifting,hamstrings,barbell,intermediate,8.5,Good Morning
Barbell stiff-legged deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",strength,hamstrings,barbell,intermediate,8.3,barbell stiff-legged deadlift
